WeatherData
Date,t_air_deg_celsius,bh_w_per_m2,dh_w_per_m2
01.01.2023 00:00,15.6,0,0
01.01.2023 00:30,15.5,0,0
01.01.2023 01:00,15.3,0,0
01.01.2023 01:30,15.0,0,0
01.01.2023 02:00,14.9,0,0
01.01.2023 02:30,15.1,0,0
01.01.2023 03:00,15.0,0,0
01.01.2023 03:30,14.8,0,0
01.01.2023 04:00,14.1,0,0
01.01.2023 04:30,14.2,0,0
01.01.2023 05:00,14.3,0,0
01.01.2023 05:30,14.5,0,0
01.01.2023 06:00,14.7,0,0
01.01.2023 06:30,14.8,0,0
01.01.2023 07:00,14.5,0,0
01.01.2023 07:30,14.6,0,0
01.01.2023 08:00,14.5,0,0
01.01.2023 08:30,14.1,0,0
01.01.2023 09:00,13.9,0.0,5.0
01.01.2023 09:30,13.9,0.4511386899382188,21.54886131006178
01.01.2023 10:00,13.9,0.2531519622334102,21.74684803776659
01.01.2023 10:30,13.4,1.3451562724710655,52.654843727528934
01.01.2023 11:00,13.3,16.699178970358744,90.30082102964126
01.01.2023 11:30,13.7,135.49595211697337,59.50404788302664
01.01.2023 12:00,13.5,1.055217121130731,59.94478287886927
01.01.2023 12:30,13.2,2.5725700257161463,85.42742997428385
01.01.2023 13:00,13.1,9.473249294901791,105.52675070509821
01.01.2023 13:30,13.3,28.904789998423055,108.09521000157694
01.01.2023 14:00,12.8,1.218935877981167,61.78106412201883
01.01.2023 14:30,12.5,1.1393051958615956,53.860694804138404
01.01.2023 15:00,12.3,0.8097506210244703,41.19024937897553
01.01.2023 15:30,12.1,0.3548772702024223,21.645122729797578
01.01.2023 16:00,11.9,0.0,2.0
01.01.2023 16:30,11.8,0,0
01.01.2023 17:00,11.7,0,0
01.01.2023 17:30,11.6,0,0
01.01.2023 18:00,11.6,0,0
01.01.2023 18:30,11.6,0,0
01.01.2023 19:00,11.4,0,0
01.01.2023 19:30,11.4,0,0
01.01.2023 20:00,11.2,0,0
01.01.2023 20:30,11.1,0,0
01.01.2023 21:00,11.2,0,0
01.01.2023 21:30,11.3,0,0
01.01.2023 22:00,11.5,0,0
01.01.2023 22:30,11.2,0,0
01.01.2023 23:00,10.7,0,0
01.01.2023 23:30,10.4,0,0
02.01.2023 00:00,10.3,0,0
02.01.2023 00:30,10.1,0,0
02.01.2023 01:00,10.0,0,0
02.01.2023 01:30,10.0,0,0
02.01.2023 02:00,10.1,0,0
02.01.2023 02:30,10.4,0,0
02.01.2023 03:00,10.5,0,0
02.01.2023 03:30,11.0,0,0
02.01.2023 04:00,11.2,0,0
02.01.2023 04:30,11.5,0,0
02.01.2023 05:00,11.9,0,0
02.01.2023 05:30,11.9,0,0
02.01.2023 06:00,11.8,0,0
02.01.2023 06:30,12.0,0,0
02.01.2023 07:00,12.1,0,0
02.01.2023 07:30,12.2,0,0
02.01.2023 08:00,12.2,0,0
02.01.2023 08:30,12.2,0,0
02.01.2023 09:00,12.0,0,0
02.01.2023 09:30,12.5,0.05953484561445954,7.9404651543855405
02.01.2023 10:00,12.2,0.019178655064387762,5.980821344935612
02.01.2023 10:30,11.9,0.006644064228448876,3.993355935771551
02.01.2023 11:00,10.3,0.4172741022584603,34.58272589774154
02.01.2023 11:30,9.2,0.81205878763204,52.18794121236796
02.01.2023 12:00,8.8,0.2108656411968468,27.789134358803153
02.01.2023 12:30,8.8,1.731706156138472,76.26829384386153
02.01.2023 13:00,8.8,0.7003528983606628,50.29964710163934
02.01.2023 13:30,8.9,0.195864583898814,25.804135416101186
02.01.2023 14:00,8.3,0.607254132841959,43.39274586715804
02.01.2023 14:30,8.6,0.694798247567256,42.305201752432744
02.01.2023 15:00,8.8,0.5108739287037878,32.48912607129621
02.01.2023 15:30,8.8,0.002998163654117647,1.9970018363458824
02.01.2023 16:00,8.8,0.0,3.0
02.01.2023 16:30,8.8,0,0
02.01.2023 17:00,8.8,0,0
02.01.2023 17:30,8.7,0,0
02.01.2023 18:00,8.7,0,0
02.01.2023 18:30,8.3,0,0
02.01.2023 19:00,8.0,0,0
02.01.2023 19:30,7.7,0,0
02.01.2023 20:00,7.5,0,0
02.01.2023 20:30,7.2,0,0
02.01.2023 21:00,7.0,0,0
02.01.2023 21:30,6.8,0,0
02.01.2023 22:00,6.5,0,0
02.01.2023 22:30,6.1,0,0
02.01.2023 23:00,5.8,0,0
02.01.2023 23:30,5.3,0,0
03.01.2023 00:00,5.0,0,0
03.01.2023 00:30,5.0,0,0
03.01.2023 01:00,4.9,0,0
03.01.2023 01:30,4.8,0,0
03.01.2023 02:00,4.4,0,0
03.01.2023 02:30,4.1,0,0
03.01.2023 03:00,4.5,0,0
03.01.2023 03:30,4.5,0,0
03.01.2023 04:00,4.2,0,0
03.01.2023 04:30,3.9,0,0
03.01.2023 05:00,3.8,0,0
03.01.2023 05:30,3.4,0,0
03.01.2023 06:00,2.8,0,0
03.01.2023 06:30,2.5,0,0
03.01.2023 07:00,2.3,0,0
03.01.2023 07:30,2.4,0,0
03.01.2023 08:00,2.7,0,0
03.01.2023 08:30,2.7,0,0
03.01.2023 09:00,2.5,0.0,6.0
03.01.2023 09:30,2.5,0.43001327742188167,20.56998672257812
03.01.2023 10:00,2.3,0.1774333298523878,17.822566670147612
03.01.2023 10:30,2.5,5.034316598241048,69.96568340175895
03.01.2023 11:00,2.6,1.081003576558608,56.91899642344139
03.01.2023 11:30,3.0,8.37152557301279,93.62847442698721
03.01.2023 12:00,4.1,2.338835025041675,80.66116497495833
03.01.2023 12:30,4.6,8.359414499794411,99.64058550020559
03.01.2023 13:00,5.1,2.346520094293325,80.65347990570667
03.01.2023 13:30,5.4,5.014148299772984,86.98585170022702
03.01.2023 14:30,6.2,0.5283619893287366,36.47163801067126
03.01.2023 15:00,6.4,0.004336133362515149,2.995663866637485
03.01.2023 15:30,6.5,0.006927501993447827,2.993072498006552
03.01.2023 16:00,6.6,0,0
03.01.2023 16:30,6.6,0,0
03.01.2023 17:00,6.6,0,0
03.01.2023 17:30,6.9,0,0
03.01.2023 18:00,7.0,0,0
03.01.2023 18:30,6.9,0,0
03.01.2023 19:00,6.6,0,0
03.01.2023 19:30,6.4,0,0
03.01.2023 20:00,6.4,0,0
03.01.2023 20:30,6.4,0,0
03.01.2023 21:00,6.7,0,0
03.01.2023 21:30,6.8,0,0
03.01.2023 22:00,6.9,0,0
03.01.2023 22:30,6.9,0,0
03.01.2023 23:00,7.0,0,0
03.01.2023 23:30,7.1,0,0
04.01.2023 00:00,7.2,0,0
04.01.2023 00:30,7.2,0,0
04.01.2023 01:00,7.1,0,0
04.01.2023 01:30,7.1,0,0
04.01.2023 02:00,7.1,0,0
04.01.2023 02:30,7.4,0,0
04.01.2023 03:00,7.6,0,0
04.01.2023 03:30,7.5,0,0
04.01.2023 04:00,7.5,0,0
04.01.2023 04:30,7.3,0,0
04.01.2023 05:00,7.3,0,0
04.01.2023 05:30,7.6,0,0
04.01.2023 06:00,8.3,0,0
04.01.2023 06:30,8.8,0,0
04.01.2023 07:00,9.4,0,0
04.01.2023 07:30,9.8,0,0
04.01.2023 08:00,10.0,0,0
04.01.2023 08:30,10.2,0,0
04.01.2023 09:00,10.3,0,0
04.01.2023 09:30,10.5,0.008770571296045748,2.9912294287039543
04.01.2023 10:00,10.6,0.005021255374280997,2.994978744625719
04.01.2023 10:30,10.6,0.03172265418805864,8.968277345811941
04.01.2023 11:00,10.8,0.10302443416241402,16.896975565837586
04.01.2023 11:30,11.0,0.15998947946919628,22.840010520530804
04.01.2023 12:00,11.1,0.20504760373771447,26.794952396262286
04.01.2023 12:30,11.2,0.03403980751975055,10.96596019248025
04.01.2023 13:00,11.4,0.06330744344598394,14.936692556554016
04.01.2023 13:30,11.7,0.08132734457954172,16.91867265542046
04.01.2023 14:00,11.4,0.23873988494646525,26.761260115053535
04.01.2023 14:30,11.7,0.2451006788147403,24.75489932118526
04.01.2023 15:00,11.8,0.07046868934039807,11.929531310659602
04.01.2023 15:30,11.8,0.019538138653779846,4.98046186134622
04.01.2023 16:00,11.7,0.0,2.0
04.01.2023 16:30,11.7,0,0
04.01.2023 17:00,11.5,0,0
04.01.2023 17:30,11.5,0,0
04.01.2023 18:00,11.2,0,0
04.01.2023 18:30,11.5,0,0
04.01.2023 19:00,11.3,0,0
04.01.2023 19:30,11.1,0,0
04.01.2023 20:00,10.8,0,0
04.01.2023 20:30,11.0,0,0
04.01.2023 21:00,11.2,0,0
04.01.2023 21:30,11.0,0,0
04.01.2023 22:00,10.2,0,0
04.01.2023 22:30,9.6,0,0
04.01.2023 23:00,9.8,0,0
04.01.2023 23:30,10.3,0,0
05.01.2023 00:00,10.2,0,0
05.01.2023 00:30,9.7,0,0
05.01.2023 01:00,9.7,0,0
05.01.2023 01:30,9.7,0,0
05.01.2023 02:00,9.4,0,0
05.01.2023 02:30,9.3,0,0
05.01.2023 03:00,9.5,0,0
05.01.2023 03:30,9.3,0,0
05.01.2023 04:00,9.6,0,0
05.01.2023 04:30,9.7,0,0
05.01.2023 05:00,9.7,0,0
05.01.2023 05:30,9.3,0,0
05.01.2023 06:00,9.3,0,0
05.01.2023 06:30,9.2,0,0
05.01.2023 07:00,9.3,0,0
05.01.2023 07:30,9.2,0,0
05.01.2023 08:00,9.0,0,0
05.01.2023 08:30,8.7,0,0
05.01.2023 09:00,8.3,0.0,6.0
05.01.2023 09:30,8.0,0.1403034788910027,11.859696521108997
05.01.2023 10:00,7.9,7.881337272962234,53.118662727037766
05.01.2023 10:30,8.1,0.4522427934122746,33.547757206587725
05.01.2023 11:00,7.9,0.8546108962857346,48.145389103714265
05.01.2023 11:30,8.2,94.85570697613437,81.14429302386563
05.01.2023 12:00,9.2,6.004016331695468,93.99598366830453
05.01.2023 12:30,9.0,5.997283950831076,94.00271604916892
05.01.2023 13:00,9.3,0.5185176185078859,42.481482381492114
05.01.2023 13:30,9.4,151.43202090365358,63.56797909634643
05.01.2023 14:00,10.0,76.73867540451998,89.26132459548002
05.01.2023 14:30,10.2,65.90680843161871,66.09319156838129
05.01.2023 15:00,9.3,0.5628236669905107,33.43717633300949
05.01.2023 15:30,9.1,0.23393788209720157,18.7660621179028
05.01.2023 16:00,8.8,0.009375872056391454,2.9906241279436085
05.01.2023 16:30,8.5,0,0
05.01.2023 17:00,8.4,0,0
05.01.2023 17:30,8.4,0,0
05.01.2023 18:00,8.3,0,0
05.01.2023 18:30,8.1,0,0
05.01.2023 19:00,8.0,0,0
05.01.2023 19:30,8.3,0,0
05.01.2023 20:00,8.5,0,0
05.01.2023 20:30,8.3,0,0
05.01.2023 21:00,8.2,0,0
05.01.2023 21:30,8.2,0,0
05.01.2023 22:00,8.4,0,0
05.01.2023 22:30,8.8,0,0
05.01.2023 23:00,8.8,0,0
05.01.2023 23:30,8.9,0,0
06.01.2023 00:00,9.1,0,0
06.01.2023 00:30,9.1,0,0
06.01.2023 01:00,9.2,0,0
06.01.2023 01:30,9.2,0,0
06.01.2023 02:00,9.5,0,0
06.01.2023 02:30,9.6,0,0
06.01.2023 03:00,9.7,0,0
06.01.2023 03:30,9.8,0,0
06.01.2023 04:00,9.9,0,0
06.01.2023 04:30,9.9,0,0
06.01.2023 05:00,9.9,0,0
06.01.2023 05:30,10.0,0,0
06.01.2023 06:00,10.1,0,0
06.01.2023 06:30,10.1,0,0
06.01.2023 07:00,10.3,0,0
06.01.2023 07:30,10.3,0,0
06.01.2023 08:00,10.3,0,0
06.01.2023 08:30,10.2,0,0
06.01.2023 09:00,10.1,0,0
06.01.2023 09:30,9.6,0,0
06.01.2023 10:00,9.5,0.05465245096701388,9.945347549032986
06.01.2023 10:30,9.7,0.06478580181545013,12.93521419818455
06.01.2023 11:00,9.7,87.05114659289627,67.94885340710373
06.01.2023 11:30,10.2,101.11029178513195,80.88970821486805
06.01.2023 12:00,10.3,0.21536422408179945,27.7846357759182
06.01.2023 12:30,10.1,0.8919922185795528,56.10800778142045
06.01.2023 13:00,9.8,0.5806035685263637,45.419396431473636
06.01.2023 13:30,10.0,24.758780559223368,111.24121944077663
06.01.2023 14:00,10.0,0.8594900062235382,53.14050999377646
06.01.2023 14:30,9.3,1.220813614561159,53.77918638543884
06.01.2023 15:00,9.6,5.3545537169143245,58.645446283085676
06.01.2023 15:30,9.4,0.6646611353213174,31.335338864678683
06.01.2023 16:00,9.2,0.12314214010192259,10.876857859898077
06.01.2023 16:30,9.0,0,0
06.01.2023 17:30,8.5,0,0
06.01.2023 18:00,8.1,0,0
06.01.2023 18:30,7.8,0,0
06.01.2023 19:00,7.5,0,0
06.01.2023 19:30,7.5,0,0
06.01.2023 20:00,7.3,0,0
06.01.2023 20:30,7.0,0,0
06.01.2023 21:00,6.8,0,0
06.01.2023 21:30,6.6,0,0
06.01.2023 22:00,6.4,0,0
06.01.2023 22:30,6.2,0,0
06.01.2023 23:00,6.7,0,0
06.01.2023 23:30,6.6,0,0
07.01.2023 00:00,6.2,0,0
07.01.2023 00:30,6.5,0,0
07.01.2023 01:00,7.0,0,0
07.01.2023 01:30,7.6,0,0
07.01.2023 02:00,8.5,0,0
07.01.2023 02:30,8.9,0,0
07.01.2023 03:00,9.2,0,0
07.01.2023 03:30,9.4,0,0
07.01.2023 04:00,9.7,0,0
07.01.2023 04:30,9.8,0,0
07.01.2023 05:00,10.0,0,0
07.01.2023 05:30,10.0,0,0
07.01.2023 06:00,10.0,0,0
07.01.2023 06:30,10.2,0,0
07.01.2023 07:00,10.3,0,0
07.01.2023 07:30,10.3,0,0
07.01.2023 08:00,10.4,0,0
07.01.2023 08:30,10.3,0,0
07.01.2023 09:00,10.2,0.0,2.0
07.01.2023 09:30,10.3,0.09299395516184816,9.907006044838152
07.01.2023 10:00,10.3,2.1904890226054405,46.80951097739456
07.01.2023 10:30,10.1,1.5691523784503971,58.4308476215496
07.01.2023 11:00,10.2,8.278148087282787,89.72185191271721
07.01.2023 11:30,10.7,3.921906782809998,86.07809321719
07.01.2023 12:00,10.7,3.1340876555238424,87.86591234447616
07.01.2023 12:30,10.9,0.8405152203333159,57.159484779666684
07.01.2023 13:00,10.9,2.278778580070224,86.72122141992978
07.01.2023 13:30,11.0,0.6945730515775921,50.30542694842241
07.01.2023 14:00,11.0,0.9992080194035111,58.00079198059649
07.01.2023 14:30,11.2,1.4464672448265716,61.55353275517343
07.01.2023 15:00,11.4,5.207055013160783,59.79294498683922
07.01.2023 15:30,11.1,2.0589534769197044,40.941046523080296
07.01.2023 16:00,10.7,0.2230920109190233,14.776907989080977
07.01.2023 16:30,10.3,0,0
07.01.2023 17:00,9.9,0,0
07.01.2023 17:30,9.7,0,0
07.01.2023 18:00,9.4,0,0
07.01.2023 18:30,9.2,0,0
07.01.2023 19:00,8.9,0,0
07.01.2023 19:30,8.8,0,0
07.01.2023 20:00,8.8,0,0
07.01.2023 20:30,8.9,0,0
07.01.2023 21:00,8.8,0,0
07.01.2023 21:30,9.1,0,0
07.01.2023 22:00,8.8,0,0
07.01.2023 22:30,9.2,0,0
07.01.2023 23:00,9.5,0,0
07.01.2023 23:30,9.8,0,0
08.01.2023 00:00,10.0,0,0
08.01.2023 00:30,10.0,0,0
08.01.2023 01:00,10.1,0,0
08.01.2023 01:30,10.0,0,0
08.01.2023 02:00,10.0,0,0
08.01.2023 02:30,10.0,0,0
08.01.2023 03:00,10.1,0,0
08.01.2023 03:30,9.8,0,0
08.01.2023 04:00,9.9,0,0
08.01.2023 04:30,10.0,0,0
08.01.2023 05:00,10.0,0,0
08.01.2023 05:30,9.9,0,0
08.01.2023 06:00,9.9,0,0
08.01.2023 06:30,9.8,0,0
08.01.2023 07:00,9.6,0,0
08.01.2023 07:30,9.2,0,0
08.01.2023 08:00,8.8,0,0
08.01.2023 08:30,8.5,0,0
08.01.2023 09:00,8.6,0,0
08.01.2023 09:30,8.7,0.04476426824155055,6.9552357317584494
08.01.2023 10:00,8.7,0.11763613508917103,14.882363864910829
08.01.2023 10:30,8.7,0.09392034229798085,15.90607965770202
08.01.2023 11:00,9.4,66.70790072399593,91.29209927600407
08.01.2023 11:30,9.8,83.89195643999437,94.10804356000563
08.01.2023 12:00,10.1,0.23691682814100545,29.763083171858995
08.01.2023 12:30,10.5,0.2214267654282409,29.77857323457176
08.01.2023 13:00,10.5,0.28438405975495584,33.715615940245044
08.01.2023 13:30,10.8,73.00686711493891,107.99313288506109
08.01.2023 14:00,10.3,10.04803044797886,99.95196955202114
08.01.2023 14:30,9.6,1.1222965781100456,56.877703421889954
08.01.2023 15:00,9.8,0.823988611525472,44.17601138847453
08.01.2023 15:30,9.7,0.0006089432013216545,0.9993910567986783
08.01.2023 16:00,9.4,0.0039169256060276325,1.9960830743939724
08.01.2023 16:30,8.8,0.0,7.0
08.01.2023 17:00,8.2,0,0
08.01.2023 17:30,8.3,0,0
08.01.2023 18:00,8.2,0,0
08.01.2023 18:30,7.8,0,0
08.01.2023 19:00,7.4,0,0
08.01.2023 19:30,7.0,0,0
08.01.2023 20:00,6.6,0,0
08.01.2023 20:30,6.5,0,0
08.01.2023 21:00,6.1,0,0
08.01.2023 21:30,6.0,0,0
08.01.2023 22:00,5.9,0,0
08.01.2023 22:30,5.8,0,0
08.01.2023 23:00,5.8,0,0
08.01.2023 23:30,5.8,0,0
09.01.2023 00:00,5.9,0,0
09.01.2023 00:30,6.0,0,0
09.01.2023 01:00,6.1,0,0
09.01.2023 01:30,6.2,0,0
09.01.2023 02:00,6.4,0,0
09.01.2023 02:30,6.0,0,0
09.01.2023 03:00,6.1,0,0
09.01.2023 03:30,6.2,0,0
09.01.2023 04:00,6.4,0,0
09.01.2023 04:30,6.6,0,0
09.01.2023 05:00,6.2,0,0
09.01.2023 05:30,6.1,0,0
09.01.2023 06:00,6.1,0,0
09.01.2023 06:30,5.6,0,0
09.01.2023 07:00,5.3,0,0
09.01.2023 07:30,4.9,0,0
09.01.2023 08:00,4.8,0,0
09.01.2023 08:30,4.8,0,0
09.01.2023 09:00,5.3,0.0,3.0
09.01.2023 09:30,5.4,0.10574485355808072,11.89425514644192
09.01.2023 10:00,5.5,67.6313813028938,40.3686186971062
09.01.2023 10:30,5.7,0.7804244442990225,45.21957555570098
09.01.2023 11:00,5.7,0.42185376181047474,36.578146238189525
09.01.2023 11:30,6.2,1.4190181551459489,68.58098184485405
09.01.2023 12:00,6.7,0.2713795241241641,31.728620475875836
09.01.2023 12:30,6.8,2.1392614739455524,85.86073852605445
09.01.2023 13:00,7.0,2.141408486815749,85.85859151318425
09.01.2023 13:30,6.9,0.3067142940170129,33.69328570598299
09.01.2023 14:00,6.9,1.0621754355030717,59.93782456449693
09.01.2023 14:30,7.0,0.46089907411520414,36.539100925884796
09.01.2023 15:00,6.9,0.014789422258211893,5.985210577741788
09.01.2023 15:30,6.7,0.030138790731684573,6.969861209268315
09.01.2023 16:00,6.6,0.003958195904973927,1.996041804095026
09.01.2023 16:30,6.6,0,0
09.01.2023 17:00,6.7,0,0
09.01.2023 17:30,6.7,0,0
09.01.2023 18:00,6.6,0,0
09.01.2023 18:30,6.5,0,0
09.01.2023 19:00,6.2,0,0
09.01.2023 19:30,6.2,0,0
09.01.2023 20:30,6.2,0,0
09.01.2023 21:00,6.3,0,0
09.01.2023 21:30,6.2,0,0
09.01.2023 22:00,5.9,0,0
09.01.2023 22:30,5.6,0,0
09.01.2023 23:00,5.5,0,0
09.01.2023 23:30,5.1,0,0
10.01.2023 00:00,5.0,0,0
10.01.2023 00:30,5.0,0,0
10.01.2023 01:00,5.0,0,0
10.01.2023 01:30,5.2,0,0
10.01.2023 02:00,5.0,0,0
10.01.2023 02:30,5.0,0,0
10.01.2023 03:00,5.1,0,0
10.01.2023 03:30,5.1,0,0
10.01.2023 04:00,5.5,0,0
10.01.2023 04:30,5.3,0,0
10.01.2023 05:00,5.4,0,0
10.01.2023 05:30,5.2,0,0
10.01.2023 06:00,4.9,0,0
10.01.2023 06:30,5.1,0,0
10.01.2023 07:00,5.3,0,0
10.01.2023 07:30,4.9,0,0
10.01.2023 08:00,4.8,0,0
10.01.2023 08:30,4.8,0,0
10.01.2023 09:00,4.9,0.0,8.0
10.01.2023 09:30,5.0,0.3636222656661481,21.636377734333852
10.01.2023 10:00,5.3,0.294225380012751,24.70577461998725
10.01.2023 10:30,5.7,14.260239475574835,79.73976052442517
10.01.2023 11:00,6.0,4.508374628366624,81.49162537163338
10.01.2023 11:30,6.4,2.3825468691207874,77.61745313087921
10.01.2023 12:00,6.8,1.6944072300913575,75.30559276990864
10.01.2023 12:30,7.0,1.9322102014933762,82.06778979850662
10.01.2023 13:00,6.8,5.141154676450753,99.85884532354925
10.01.2023 13:30,6.9,4.5435138805842,92.4564861194158
10.01.2023 14:00,6.9,2.8377482897440984,80.1622517102559
10.01.2023 14:30,6.8,1.3634685423461548,59.636531457653845
10.01.2023 15:00,6.7,0.9434550606059631,46.05654493939404
10.01.2023 15:30,6.6,0.4599042708440422,26.540095729155958
10.01.2023 16:00,6.5,0.06496767574902851,7.9350323242509715
10.01.2023 16:30,6.5,0,0
10.01.2023 17:00,6.4,0,0
10.01.2023 17:30,6.4,0,0
10.01.2023 18:00,6.5,0,0
10.01.2023 18:30,6.2,0,0
10.01.2023 19:00,6.1,0,0
10.01.2023 19:30,6.1,0,0
10.01.2023 20:00,5.9,0,0
10.01.2023 20:30,5.6,0,0
10.01.2023 21:00,5.5,0,0
10.01.2023 21:30,5.4,0,0
10.01.2023 22:00,5.4,0,0
10.01.2023 22:30,5.7,0,0
10.01.2023 23:00,5.8,0,0
10.01.2023 23:30,6.1,0,0
11.01.2023 00:00,6.4,0,0
11.01.2023 00:30,6.8,0,0
11.01.2023 01:00,7.0,0,0
11.01.2023 01:30,7.2,0,0
11.01.2023 02:00,7.6,0,0
11.01.2023 02:30,7.9,0,0
11.01.2023 03:00,8.1,0,0
11.01.2023 03:30,8.6,0,0
11.01.2023 04:00,9.0,0,0
11.01.2023 04:30,9.1,0,0
11.01.2023 05:00,9.3,0,0
11.01.2023 05:30,9.4,0,0
11.01.2023 06:00,10.0,0,0
11.01.2023 06:30,9.8,0,0
11.01.2023 07:00,9.9,0,0
11.01.2023 07:30,9.9,0,0
11.01.2023 08:00,9.3,0,0
11.01.2023 08:30,9.2,0,0
11.01.2023 09:00,9.1,0.0,8.0
11.01.2023 09:30,9.1,0.19751977847086977,15.80248022152913
11.01.2023 10:00,9.7,0.661780918042254,36.338219081957746
11.01.2023 10:30,9.9,0.9690196878915458,49.030980312108454
11.01.2023 11:00,10.0,0.25391824644185945,27.74608175355814
11.01.2023 11:30,10.0,0.939151966663637,55.06084803333636
11.01.2023 12:00,9.9,1.4647460926304916,73.53525390736951
11.01.2023 12:30,9.6,1.5741544206284033,75.4258455793716
11.01.2023 13:00,9.4,1.8954598453596248,80.10454015464038
11.01.2023 13:30,9.8,2.4789796389668766,85.52102036103312
11.01.2023 14:00,10.1,51.18134913182931,98.81865086817069
11.01.2023 14:30,9.8,18.87337206317052,86.12662793682948
11.01.2023 15:00,10.0,0.7260007097578196,40.27399929024218
11.01.2023 15:30,9.6,0.7309160016442249,35.269083998355775
11.01.2023 16:00,9.2,0.16380754526453423,12.836192454735466
11.01.2023 16:30,8.8,0.0,5.0
11.01.2023 17:00,8.6,0,0
11.01.2023 17:30,8.5,0,0
11.01.2023 18:00,8.3,0,0
11.01.2023 18:30,8.1,0,0
11.01.2023 19:00,8.0,0,0
11.01.2023 19:30,7.8,0,0
11.01.2023 20:00,7.7,0,0
11.01.2023 20:30,7.9,0,0
11.01.2023 21:00,7.9,0,0
11.01.2023 21:30,8.1,0,0
11.01.2023 22:00,8.4,0,0
11.01.2023 22:30,8.0,0,0
11.01.2023 23:00,8.1,0,0
11.01.2023 23:30,7.7,0,0
12.01.2023 00:00,8.0,0,0
12.01.2023 00:30,7.8,0,0
12.01.2023 01:00,8.5,0,0
12.01.2023 01:30,8.3,0,0
12.01.2023 02:00,8.4,0,0
12.01.2023 02:30,7.8,0,0
12.01.2023 03:00,7.7,0,0
12.01.2023 03:30,7.5,0,0
12.01.2023 04:00,7.8,0,0
12.01.2023 04:30,8.1,0,0
12.01.2023 05:00,7.8,0,0
12.01.2023 05:30,7.8,0,0
12.01.2023 06:00,8.0,0,0
12.01.2023 06:30,8.0,0,0
12.01.2023 07:00,8.3,0,0
12.01.2023 07:30,8.1,0,0
12.01.2023 08:00,8.0,0,0
12.01.2023 08:30,8.2,0,0
12.01.2023 09:00,8.5,0,0
12.01.2023 09:30,8.7,0.0031274632704181293,1.9968725367295819
12.01.2023 10:00,9.2,0.0959741729322996,13.9040258270677
12.01.2023 10:30,9.4,0.4018875503416517,31.59811244965835
12.01.2023 11:00,9.6,0.4733475778145788,37.52665242218542
12.01.2023 11:30,9.9,0.2884891849765623,31.711510815023438
12.01.2023 12:00,10.2,0.42134439180534855,39.57865560819465
12.01.2023 12:30,10.7,1.1471220850766457,64.85287791492335
12.01.2023 13:00,11.3,0.36051685901638564,36.639483140983614
12.01.2023 13:30,11.6,3.2771214055484847,89.72287859445152
12.01.2023 14:00,12.0,0.8835017980471846,55.116498201952815
12.01.2023 14:30,11.7,0.4889889060245096,36.51101109397549
12.01.2023 15:00,11.7,0.07362619238629975,12.9263738076137
12.01.2023 15:30,11.2,0.14315386700557653,15.856846132994423
12.01.2023 16:00,10.7,0.015630339400700244,3.9843696605992998
12.01.2023 16:30,10.7,0,0
12.01.2023 17:00,10.2,0,0
12.01.2023 17:30,10.1,0,0
12.01.2023 18:00,10.2,0,0
12.01.2023 18:30,10.1,0,0
12.01.2023 19:00,10.4,0,0
12.01.2023 19:30,10.5,0,0
12.01.2023 20:00,10.5,0,0
12.01.2023 20:30,10.4,0,0
12.01.2023 21:00,10.8,0,0
12.01.2023 21:30,10.2,0,0
12.01.2023 22:00,10.3,0,0
12.01.2023 22:30,10.5,0,0
12.01.2023 23:30,10.6,0,0
13.01.2023 00:00,9.9,0,0
13.01.2023 00:30,9.6,0,0
13.01.2023 01:00,9.8,0,0
13.01.2023 01:30,9.6,0,0
13.01.2023 02:00,9.4,0,0
13.01.2023 02:30,9.5,0,0
13.01.2023 03:00,8.8,0,0
13.01.2023 03:30,8.4,0,0
13.01.2023 04:00,8.4,0,0
13.01.2023 04:30,8.2,0,0
13.01.2023 05:00,8.1,0,0
13.01.2023 05:30,8.2,0,0
13.01.2023 06:00,8.2,0,0
13.01.2023 06:30,8.3,0,0
13.01.2023 07:00,8.4,0,0
13.01.2023 07:30,8.2,0,0
13.01.2023 08:00,8.0,0,0
13.01.2023 08:30,8.1,0,0
13.01.2023 09:00,8.3,0.0,16.0
13.01.2023 09:30,8.3,0.8861897316170086,29.11381026838299
13.01.2023 10:00,8.4,0.8297701502576373,40.17022984974236
13.01.2023 10:30,7.8,0.1716614646375625,20.828338535362438
13.01.2023 11:00,7.8,11.934710121939162,90.06528987806084
13.01.2023 11:30,7.7,1.0731942794137836,60.926805720586216
13.01.2023 12:00,7.9,1.2781978028937857,68.72180219710621
13.01.2023 12:30,7.8,0.4599657701960638,41.540034229803936
13.01.2023 13:00,7.6,1.427290054471868,72.57270994552813
13.01.2023 13:30,7.8,1.350618296038789,70.64938170396121
13.01.2023 14:00,7.6,1.0709961751442805,60.92900382485572
13.01.2023 14:30,8.1,12.972784284586936,91.02721571541306
13.01.2023 15:00,8.2,0.6547860759653332,38.34521392403467
13.01.2023 15:30,8.2,0.10826085599404855,13.891739144005951
13.01.2023 16:00,7.6,0.0347241999239305,5.9652758000760695
13.01.2023 16:30,8.0,0,0
13.01.2023 17:00,8.1,0,0
13.01.2023 17:30,7.2,0,0
13.01.2023 18:00,7.6,0,0
13.01.2023 18:30,6.0,0,0
13.01.2023 19:00,6.8,0,0
13.01.2023 19:30,7.3,0,0
13.01.2023 20:00,7.3,0,0
